location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Wakayama,34.22888889,135.1641667,13.9,2007,4/1/07,91
Japan/Wakayama,34.22888889,135.1641667,13.9,2008,4/2/08,93
Japan/Wakayama,34.22888889,135.1641667,13.9,2009,4/3/09,93
Japan/Wakayama,34.22888889,135.1641667,13.9,2010,3/31/10,90
Japan/Wakayama,34.22888889,135.1641667,13.9,2011,4/7/11,97
Japan/Wakayama,34.22888889,135.1641667,13.9,2012,4/4/12,95
Japan/Wakayama,34.22888889,135.1641667,13.9,2013,3/26/13,85
Japan/Wakayama,34.22888889,135.1641667,13.9,2014,3/31/14,90
Japan/Wakayama,34.22888889,135.1641667,13.9,2015,3/30/15,89
Japan/Wakayama,34.22888889,135.1641667,13.9,2016,3/31/16,91
Japan/Wakayama,34.22888889,135.1641667,13.9,2017,4/7/17,97
Japan/Wakayama,34.22888889,135.1641667,13.9,2018,3/27/18,86
Japan/Wakayama,34.22888889,135.1641667,13.9,2019,4/1/19,91
Japan/Wakayama,34.22888889,135.1641667,13.9,2020,3/31/20,91
Japan/Wakayama,34.22888889,135.1641667,13.9,2021,3/27/21,86
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1958,4/7/58,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1958,4/7/58,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1960,3/30/60,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1960,3/30/60,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1962,4/10/62,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1962,4/10/62,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1963,4/4/63,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1963,4/4/63,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1964,4/9/64,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1964,4/9/64,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1965,4/13/65,103
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1965,4/13/65,103
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1966,3/31/66,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1966,3/31/66,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1967,3/31/67,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1967,3/31/67,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1968,4/2/68,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1968,4/2/68,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1969,4/11/69,101
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1969,4/11/69,101
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1970,4/9/70,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1970,4/9/70,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1971,4/4/71,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1971,4/4/71,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1972,4/5/72,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1972,4/5/72,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1973,4/7/73,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1973,4/7/73,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1974,4/5/74,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1974,4/5/74,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1975,4/5/75,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1975,4/5/75,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1976,4/2/76,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1976,4/2/76,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1977,3/26/77,85
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1977,3/26/77,85
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1978,4/12/78,102
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1978,4/12/78,102
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1979,4/8/79,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1979,4/8/79,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1980,4/7/80,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1980,4/7/80,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1981,4/1/81,91
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1981,4/1/81,91
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1982,4/2/82,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1982,4/2/82,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1983,4/7/83,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1983,4/7/83,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1984,4/9/84,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1984,4/9/84,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1985,4/5/85,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1985,4/5/85,95
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1986,4/7/86,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1986,4/7/86,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1987,4/7/87,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1987,4/7/87,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1988,4/11/88,102
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1988,4/11/88,102
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1989,3/30/89,89
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1989,3/30/89,89
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1990,4/2/90,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1990,4/2/90,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1991,4/4/91,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1991,4/4/91,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1992,4/5/92,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1992,4/5/92,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1993,4/14/93,104
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1993,4/14/93,104
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1994,4/9/94,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1994,4/9/94,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1995,4/9/95,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1995,4/9/95,99
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1996,4/1/96,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1996,4/1/96,92
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1997,4/7/97,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1997,4/7/97,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1998,4/3/98,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1998,4/3/98,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1999,4/7/99,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,1999,4/7/99,97
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2000,4/9/00,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2000,4/9/00,100
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2001,4/3/01,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2001,4/3/01,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2002,3/30/02,89
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2002,3/30/02,89
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2003,3/31/03,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2003,3/31/03,90
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2004,4/3/04,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2004,4/3/04,94
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2005,4/8/05,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2005,4/8/05,98
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2006,3/29/06,88
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2006,3/29/06,88
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2007,4/6/07,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2007,4/6/07,96
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2008,4/2/08,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2008,4/2/08,93
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2009,3/30/09,89
Japan/Shionomisaki,33.45027778,135.7572222,67.53,2009,3/30/09,89
Japan/Nara,34.69388889,135.8277778,104.4,1954,4/4/54,94
Japan/Nara,34.69388889,135.8277778,104.4,1955,4/6/55,96
Japan/Nara,34.69388889,135.8277778,104.4,1956,4/7/56,98
Japan/Nara,34.69388889,135.8277778,104.4,1957,4/13/57,103
Japan/Nara,34.69388889,135.8277778,104.4,1958,4/8/58,98
Japan/Nara,34.69388889,135.8277778,104.4,1959,3/29/59,88
Japan/Nara,34.69388889,135.8277778,104.4,1960,4/4/60,95
Japan/Nara,34.69388889,135.8277778,104.4,1961,4/7/61,97
Japan/Nara,34.69388889,135.8277778,104.4,1962,4/9/62,99
Japan/Nara,34.69388889,135.8277778,104.4,1963,4/7/63,97
Japan/Nara,34.69388889,135.8277778,104.4,1964,4/7/64,98
Japan/Nara,34.69388889,135.8277778,104.4,1965,4/17/65,107
Japan/Nara,34.69388889,135.8277778,104.4,1966,4/8/66,98
Japan/Nara,34.69388889,135.8277778,104.4,1967,4/8/67,98
Japan/Nara,34.69388889,135.8277778,104.4,1968,4/8/68,99
Japan/Nara,34.69388889,135.8277778,104.4,1969,4/12/69,102
Japan/Nara,34.69388889,135.8277778,104.4,1970,4/17/70,107
Japan/Nara,34.69388889,135.8277778,104.4,1971,4/7/71,97
Japan/Nara,34.69388889,135.8277778,104.4,1972,4/6/72,97
Japan/Nara,34.69388889,135.8277778,104.4,1973,4/5/73,95
Japan/Nara,34.69388889,135.8277778,104.4,1974,4/8/74,98
Japan/Nara,34.69388889,135.8277778,104.4,1975,4/9/75,99
Japan/Nara,34.69388889,135.8277778,104.4,1976,4/5/76,96
Japan/Nara,34.69388889,135.8277778,104.4,1977,4/4/77,94
Japan/Nara,34.69388889,135.8277778,104.4,1978,4/11/78,101
Japan/Nara,34.69388889,135.8277778,104.4,1979,4/6/79,96
Japan/Nara,34.69388889,135.8277778,104.4,1980,4/8/80,99
Japan/Nara,34.69388889,135.8277778,104.4,1981,4/6/81,96
Japan/Nara,34.69388889,135.8277778,104.4,1982,4/1/82,91
Japan/Nara,34.69388889,135.8277778,104.4,1983,4/7/83,97
Japan/Nara,34.69388889,135.8277778,104.4,1984,4/16/84,107
Japan/Nara,34.69388889,135.8277778,104.4,1985,4/8/85,98
Japan/Nara,34.69388889,135.8277778,104.4,1986,4/10/86,100
Japan/Nara,34.69388889,135.8277778,104.4,1987,4/6/87,96
Japan/Nara,34.69388889,135.8277778,104.4,1988,4/14/88,105
Japan/Nara,34.69388889,135.8277778,104.4,1989,4/2/89,92
Japan/Nara,34.69388889,135.8277778,104.4,1990,3/28/90,87
Japan/Nara,34.69388889,135.8277778,104.4,1991,4/5/91,95
Japan/Nara,34.69388889,135.8277778,104.4,1992,4/1/92,92
Japan/Nara,34.69388889,135.8277778,104.4,1993,4/7/93,97
Japan/Nara,34.69388889,135.8277778,104.4,1994,4/6/94,96
Japan/Nara,34.69388889,135.8277778,104.4,1995,4/8/95,98
Japan/Nara,34.69388889,135.8277778,104.4,1996,4/8/96,99
Japan/Nara,34.69388889,135.8277778,104.4,1997,4/3/97,93
Japan/Nara,34.69388889,135.8277778,104.4,1998,3/31/98,90
Japan/Nara,34.69388889,135.8277778,104.4,1999,4/2/99,92
Japan/Nara,34.69388889,135.8277778,104.4,2000,4/10/00,101
Japan/Nara,34.69388889,135.8277778,104.4,2001,4/4/01,94
Japan/Nara,34.69388889,135.8277778,104.4,2002,3/26/02,85
Japan/Nara,34.69388889,135.8277778,104.4,2003,4/4/03,94
Japan/Nara,34.69388889,135.8277778,104.4,2004,3/30/04,90
Japan/Nara,34.69388889,135.8277778,104.4,2005,4/7/05,97
Japan/Nara,34.69388889,135.8277778,104.4,2006,4/5/06,95
Japan/Nara,34.69388889,135.8277778,104.4,2007,4/4/07,94
Japan/Nara,34.69388889,135.8277778,104.4,2008,4/3/08,94
Japan/Nara,34.69388889,135.8277778,104.4,2009,4/6/09,96
Japan/Nara,34.69388889,135.8277778,104.4,2010,4/2/10,92
Japan/Nara,34.69388889,135.8277778,104.4,2011,4/8/11,98
Japan/Nara,34.69388889,135.8277778,104.4,2012,4/9/12,100
Japan/Nara,34.69388889,135.8277778,104.4,2013,3/29/13,88
Japan/Nara,34.69388889,135.8277778,104.4,2014,4/1/14,91
Japan/Nara,34.69388889,135.8277778,104.4,2015,3/31/15,90
Japan/Nara,34.69388889,135.8277778,104.4,2016,4/2/16,93
Japan/Nara,34.69388889,135.8277778,104.4,2017,4/8/17,98
Japan/Nara,34.69388889,135.8277778,104.4,2018,3/29/18,88
Japan/Nara,34.69388889,135.8277778,104.4,2019,4/5/19,95
Japan/Nara,34.69388889,135.8277778,104.4,2020,4/3/20,94
Japan/Nara,34.69388889,135.8277778,104.4,2021,3/30/21,89
Japan/Izuhara,34.19777778,129.2919444,3.65,1953,4/8/53,98
Japan/Izuhara,34.15333333,129.2227778,130,1953,4/8/53,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1954,4/2/54,92
Japan/Izuhara,34.15333333,129.2227778,130,1954,4/2/54,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1955,4/4/55,94
Japan/Izuhara,34.15333333,129.2227778,130,1955,4/4/55,94
Japan/Izuhara,34.19777778,129.2919444,3.65,1956,4/12/56,103
Japan/Izuhara,34.15333333,129.2227778,130,1956,4/12/56,103
Japan/Izuhara,34.19777778,129.2919444,3.65,1957,4/10/57,100
Japan/Izuhara,34.15333333,129.2227778,130,1957,4/10/57,100
Japan/Izuhara,34.19777778,129.2919444,3.65,1958,4/6/58,96
Japan/Izuhara,34.15333333,129.2227778,130,1958,4/6/58,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1959,3/30/59,89
Japan/Izuhara,34.15333333,129.2227778,130,1959,3/30/59,89
Japan/Izuhara,34.19777778,129.2919444,3.65,1960,4/3/60,94
Japan/Izuhara,34.15333333,129.2227778,130,1960,4/3/60,94
Japan/Izuhara,34.19777778,129.2919444,3.65,1961,4/2/61,92
Japan/Izuhara,34.15333333,129.2227778,130,1961,4/2/61,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1962,4/12/62,102
Japan/Izuhara,34.15333333,129.2227778,130,1962,4/12/62,102
Japan/Izuhara,34.19777778,129.2919444,3.65,1963,4/6/63,96
Japan/Izuhara,34.15333333,129.2227778,130,1963,4/6/63,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1964,4/4/64,95
Japan/Izuhara,34.15333333,129.2227778,130,1964,4/4/64,95
Japan/Izuhara,34.19777778,129.2919444,3.65,1965,4/11/65,101
Japan/Izuhara,34.15333333,129.2227778,130,1965,4/11/65,101
Japan/Izuhara,34.19777778,129.2919444,3.65,1966,4/4/66,94
Japan/Izuhara,34.15333333,129.2227778,130,1966,4/4/66,94
Japan/Izuhara,34.19777778,129.2919444,3.65,1967,4/3/67,93
Japan/Izuhara,34.15333333,129.2227778,130,1967,4/3/67,93
Japan/Izuhara,34.19777778,129.2919444,3.65,1968,4/4/68,95
Japan/Izuhara,34.15333333,129.2227778,130,1968,4/4/68,95
Japan/Izuhara,34.19777778,129.2919444,3.65,1969,4/8/69,98
Japan/Izuhara,34.15333333,129.2227778,130,1969,4/8/69,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1970,4/8/70,98
Japan/Izuhara,34.15333333,129.2227778,130,1970,4/8/70,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1971,4/2/71,92
Japan/Izuhara,34.15333333,129.2227778,130,1971,4/2/71,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1972,4/6/72,97
Japan/Izuhara,34.15333333,129.2227778,130,1972,4/6/72,97
Japan/Izuhara,34.19777778,129.2919444,3.65,1973,3/31/73,90
Japan/Izuhara,34.15333333,129.2227778,130,1973,3/31/73,90
Japan/Izuhara,34.19777778,129.2919444,3.65,1974,4/6/74,96
Japan/Izuhara,34.15333333,129.2227778,130,1974,4/6/74,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1975,4/5/75,95
Japan/Izuhara,34.15333333,129.2227778,130,1975,4/5/75,95
Japan/Izuhara,34.19777778,129.2919444,3.65,1976,4/7/76,98
Japan/Izuhara,34.15333333,129.2227778,130,1976,4/7/76,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1977,3/29/77,88
Japan/Izuhara,34.15333333,129.2227778,130,1977,3/29/77,88
Japan/Izuhara,34.19777778,129.2919444,3.65,1978,4/7/78,97
Japan/Izuhara,34.15333333,129.2227778,130,1978,4/7/78,97
Japan/Izuhara,34.19777778,129.2919444,3.65,1979,4/8/79,98
Japan/Izuhara,34.15333333,129.2227778,130,1979,4/8/79,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1980,4/4/80,95
Japan/Izuhara,34.15333333,129.2227778,130,1980,4/4/80,95
Japan/Izuhara,34.19777778,129.2919444,3.65,1981,4/2/81,92
Japan/Izuhara,34.15333333,129.2227778,130,1981,4/2/81,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1982,3/27/82,86
Japan/Izuhara,34.15333333,129.2227778,130,1982,3/27/82,86
Japan/Izuhara,34.19777778,129.2919444,3.65,1983,4/7/83,97
Japan/Izuhara,34.15333333,129.2227778,130,1983,4/7/83,97
Japan/Izuhara,34.19777778,129.2919444,3.65,1984,4/10/84,101
Japan/Izuhara,34.15333333,129.2227778,130,1984,4/10/84,101
Japan/Izuhara,34.19777778,129.2919444,3.65,1985,4/6/85,96
Japan/Izuhara,34.15333333,129.2227778,130,1985,4/6/85,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1986,4/6/86,96
Japan/Izuhara,34.15333333,129.2227778,130,1986,4/6/86,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1987,3/29/87,88
Japan/Izuhara,34.15333333,129.2227778,130,1987,3/29/87,88
Japan/Izuhara,34.19777778,129.2919444,3.65,1988,4/13/88,104
Japan/Izuhara,34.15333333,129.2227778,130,1988,4/13/88,104
Japan/Izuhara,34.19777778,129.2919444,3.65,1989,3/31/89,90
Japan/Izuhara,34.15333333,129.2227778,130,1989,3/31/89,90
Japan/Izuhara,34.19777778,129.2919444,3.65,1990,3/26/90,85
Japan/Izuhara,34.15333333,129.2227778,130,1990,3/26/90,85
Japan/Izuhara,34.19777778,129.2919444,3.65,1991,4/9/91,99
Japan/Izuhara,34.15333333,129.2227778,130,1991,4/9/91,99
Japan/Izuhara,34.19777778,129.2919444,3.65,1992,4/1/92,92
Japan/Izuhara,34.15333333,129.2227778,130,1992,4/1/92,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1993,4/10/93,100
Japan/Izuhara,34.15333333,129.2227778,130,1993,4/10/93,100
Japan/Izuhara,34.19777778,129.2919444,3.65,1994,4/6/94,96
Japan/Izuhara,34.15333333,129.2227778,130,1994,4/6/94,96
Japan/Izuhara,34.19777778,129.2919444,3.65,1995,4/10/95,100
Japan/Izuhara,34.15333333,129.2227778,130,1995,4/10/95,100
Japan/Izuhara,34.19777778,129.2919444,3.65,1996,4/7/96,98
Japan/Izuhara,34.15333333,129.2227778,130,1996,4/7/96,98
Japan/Izuhara,34.19777778,129.2919444,3.65,1997,3/28/97,87
Japan/Izuhara,34.15333333,129.2227778,130,1997,3/28/97,87
Japan/Izuhara,34.19777778,129.2919444,3.65,1998,4/2/98,92
Japan/Izuhara,34.15333333,129.2227778,130,1998,4/2/98,92
Japan/Izuhara,34.19777778,129.2919444,3.65,1999,4/3/99,93
Japan/Izuhara,34.15333333,129.2227778,130,1999,4/3/99,93
Japan/Izuhara,34.19777778,129.2919444,3.65,2000,4/2/00,93
Japan/Izuhara,34.15333333,129.2227778,130,2000,4/2/00,93
Japan/Izuhara,34.19777778,129.2919444,3.65,2001,4/3/01,93
Japan/Izuhara,34.15333333,129.2227778,130,2001,4/3/01,93
Japan/Izuhara,34.19777778,129.2919444,3.65,2002,3/24/02,83
Japan/Izuhara,34.15333333,129.2227778,130,2002,3/24/02,83
Japan/Izuhara,34.19777778,129.2919444,3.65,2003,3/30/03,89
Japan/Izuhara,34.15333333,129.2227778,130,2003,3/30/03,89
Japan/Izuhara,34.19777778,129.2919444,3.65,2004,4/2/04,93
Japan/Izuhara,34.15333333,129.2227778,130,2004,4/2/04,93
Japan/Izuhara,34.19777778,129.2919444,3.65,2005,4/7/05,97
Japan/Izuhara,34.15333333,129.2227778,130,2005,4/7/05,97
Japan/Izuhara,34.19777778,129.2919444,3.65,2006,3/30/06,89
Japan/Izuhara,34.15333333,129.2227778,130,2006,3/30/06,89
Japan/Izuhara,34.19777778,129.2919444,3.65,2007,4/2/07,92
Japan/Izuhara,34.15333333,129.2227778,130,2007,4/2/07,92
Japan/Izuhara,34.19777778,129.2919444,3.65,2008,4/2/08,93
Japan/Izuhara,34.15333333,129.2227778,130,2008,4/2/08,93
Japan/Izuhara,34.19777778,129.2919444,3.65,2009,3/26/09,85
Japan/Izuhara,34.15333333,129.2227778,130,2009,3/26/09,85
Japan/Fukuoka,33.58222222,130.3763889,2.5,1953,4/5/53,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1954,4/8/54,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1955,4/5/55,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1956,4/9/56,100
Japan/Fukuoka,33.58222222,130.3763889,2.5,1957,4/8/57,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1958,4/5/58,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1959,4/1/59,91
Japan/Fukuoka,33.58222222,130.3763889,2.5,1960,3/31/60,91
Japan/Fukuoka,33.58222222,130.3763889,2.5,1962,4/8/62,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1963,4/7/63,97
Japan/Fukuoka,33.58222222,130.3763889,2.5,1964,4/4/64,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1965,4/8/65,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1966,4/4/66,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1967,4/4/67,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1968,4/3/68,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1969,4/7/69,97
Japan/Fukuoka,33.58222222,130.3763889,2.5,1970,4/8/70,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1971,4/4/71,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1972,4/5/72,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,1973,4/2/73,92
Japan/Fukuoka,33.58222222,130.3763889,2.5,1974,4/4/74,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1975,4/6/75,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,1976,4/2/76,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,1977,3/29/77,88
Japan/Fukuoka,33.58222222,130.3763889,2.5,1978,4/8/78,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1979,4/6/79,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,1980,4/5/80,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,1981,4/2/81,92
Japan/Fukuoka,33.58222222,130.3763889,2.5,1982,3/26/82,85
Japan/Fukuoka,33.58222222,130.3763889,2.5,1983,4/4/83,94
Japan/Fukuoka,33.58222222,130.3763889,2.5,1984,4/10/84,101
Japan/Fukuoka,33.58222222,130.3763889,2.5,1985,4/7/85,97
Japan/Fukuoka,33.58222222,130.3763889,2.5,1986,4/3/86,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,1987,4/3/87,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,1988,4/9/88,100
Japan/Fukuoka,33.58222222,130.3763889,2.5,1989,3/28/89,87
Japan/Fukuoka,33.58222222,130.3763889,2.5,1990,3/28/90,87
Japan/Fukuoka,33.58222222,130.3763889,2.5,1991,4/6/91,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,1992,3/31/92,91
Japan/Fukuoka,33.58222222,130.3763889,2.5,1993,4/5/93,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1994,4/5/94,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,1995,4/8/95,98
Japan/Fukuoka,33.58222222,130.3763889,2.5,1996,4/1/96,92
Japan/Fukuoka,33.58222222,130.3763889,2.5,1997,3/28/97,87
Japan/Fukuoka,33.58222222,130.3763889,2.5,1998,4/3/98,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,1999,4/1/99,91
Japan/Fukuoka,33.58222222,130.3763889,2.5,2000,4/2/00,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,2001,4/1/01,91
Japan/Fukuoka,33.58222222,130.3763889,2.5,2002,3/25/02,84
Japan/Fukuoka,33.58222222,130.3763889,2.5,2003,3/28/03,87
Japan/Fukuoka,33.58222222,130.3763889,2.5,2004,3/30/04,90
Japan/Fukuoka,33.58222222,130.3763889,2.5,2005,4/6/05,96
Japan/Fukuoka,33.58222222,130.3763889,2.5,2006,4/3/06,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,2007,3/31/07,90
Japan/Fukuoka,33.58222222,130.3763889,2.5,2008,4/2/08,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,2009,3/23/09,82
Japan/Fukuoka,33.58222222,130.3763889,2.5,2010,3/25/10,84
Japan/Fukuoka,33.58222222,130.3763889,2.5,2011,4/2/11,92
Japan/Fukuoka,33.58222222,130.3763889,2.5,2012,4/1/12,92
Japan/Fukuoka,33.58222222,130.3763889,2.5,2013,3/22/13,81
Japan/Fukuoka,33.58222222,130.3763889,2.5,2014,3/27/14,86
Japan/Fukuoka,33.58222222,130.3763889,2.5,2015,3/29/15,88
Japan/Fukuoka,33.58222222,130.3763889,2.5,2016,3/30/16,90
Japan/Fukuoka,33.58222222,130.3763889,2.5,2017,4/5/17,95
Japan/Fukuoka,33.58222222,130.3763889,2.5,2018,3/27/18,86
Japan/Fukuoka,33.58222222,130.3763889,2.5,2019,3/29/19,88
Japan/Fukuoka,33.58222222,130.3763889,2.5,2020,4/2/20,93
Japan/Fukuoka,33.58222222,130.3763889,2.5,2021,3/22/21,81
Japan/Saga,33.26638889,130.3052778,5.47,1953,4/9/53,99
Japan/Saga,33.26638889,130.3052778,5.47,1954,4/5/54,95
Japan/Saga,33.26638889,130.3052778,5.47,1955,4/4/55,94
Japan/Saga,33.26638889,130.3052778,5.47,1956,4/4/56,95
Japan/Saga,33.26638889,130.3052778,5.47,1957,4/7/57,97
Japan/Saga,33.26638889,130.3052778,5.47,1958,4/4/58,94
Japan/Saga,33.26638889,130.3052778,5.47,1959,3/31/59,90
Japan/Saga,33.26638889,130.3052778,5.47,1960,4/8/60,99
Japan/Saga,33.26638889,130.3052778,5.47,1961,4/1/61,91
Japan/Saga,33.26638889,130.3052778,5.47,1962,4/9/62,99
Japan/Saga,33.26638889,130.3052778,5.47,1963,4/5/63,95
Japan/Saga,33.26638889,130.3052778,5.47,1964,4/3/64,94
